"ID","Item","Company","Quantity","Target FG Warehouse","Currency","Conversion Rate","Process Plan No","Item UOM","Is Active","Is Default","Allow Alternative Item","Set rate of sub-assembly item based on BOM","Project","Image","Rate Of Materials Based On","Price List","Price List Currency","Price List Exchange Rate","With Operations","Transfer Material Against","Routing","Finished Goods based Operating Cost","Operating Cost Per BOM Quantity","% Process Loss","Process Loss Qty","Operating Cost","Raw Material Cost","Scrap Material Cost","Operating Cost (Company Currency)","Raw Material Cost (Company Currency)","Scrap Material Cost(Company Currency)","Total Cost","Total Cost (Company Currency)","Item Name","Item Description","Has Variants","Quality Inspection Required","Quality Inspection Template","Show in Website","Route","Website Image","Thumbnail","Show Items","Show Operations","Website Description","BOM Creator","BOM Creator Item","Amended From","ID (Items)","Item Code (Items)","Qty (Items)","Rate (Items)","UOM (Items)","Allow Alternative Item (Items)","Amount (Items)","Amount (Company Currency) (Items)","Basic Rate (Company Currency) (Items)","BOM No (Items)","Conversion Factor (Items)","Do Not Explode (Items)","Has Variants (Items)","Image (Items)","Include Item In Manufacturing (Items)","Is Stock Item (Items)","Item Description (Items)","Item Name (Items)","Item operation (Items)","Original Item (Items)","Process Plan No (Items)","Qty Consumed Per Unit (Items)","Source Warehouse (Items)","Sourced by Supplier (Items)","Stock Qty (Items)","Stock UOM (Items)","ID (Operations)","Base Cost Per Unit (Operations)","Base Hour Rate(Company Currency) (Operations)","Batch Size (Operations)","Cost Per Unit (Operations)","Description (Operations)","Fixed Time (Operations)","Hour Rate (Operations)","Image (Operations)","Operating Cost (Operations)","Operating Cost(Company Currency) (Operations)","Operation (Operations)","Operation Time (Operations)","Process Plan No (Operations)","Quality Inspection Template (Operations)","Sequence ID (Operations)","Set Operating Cost Based On BOM Quantity (Operations)","Workstation (Operations)","Workstation Type (Operations)","ID (Scrap Items)","Amount (Scrap Items)","Basic Amount (Company Currency) (Scrap Items)","Basic Rate (Company Currency) (Scrap Items)","Item Code (Scrap Items)","Item Name (Scrap Items)","Qty (Scrap Items)","Rate (Scrap Items)","Stock UOM (Scrap Items)","ID (Exploded Items)","Amount (Exploded Items)","Description (Exploded Items)","Image (Exploded Items)","Include Item In Manufacturing (Exploded Items)","Item Code (Exploded Items)","Item Name (Exploded Items)","Operation (Exploded Items)","Qty Consumed Per Unit (Exploded Items)","Rate (Exploded Items)","Source Warehouse (Exploded Items)","Sourced by Supplier (Exploded Items)","Stock Qty (Exploded Items)","Stock UOM (Exploded Items)"
"BOM-Condenser Mounting Block-001","Condenser Mounting Block 31X19X25","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-COMM-N004","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,1.39,0.0,1.39,1.39,"Condenser Mtg. Block 31X19X25","Condenser Mtg. Block 31X19X25",0,0,"",0,"bom-condenser-mounting-block-001","","",0,1,"","","","","5g0m927loo","Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)",0.393,1.0,"Kg",0,0.39,0.39,1.0,"",1.0,0,0,"",1,1,"Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","","","",0.393,"",0,0.393,"Kg","5g07gb58tq",0.0,0.0,1.0,0.0,"Size Cutting",0,0.0,"",0.0,0.0,"Size Cutting",1.0,"","",1,0,"","Accurate Cutting","","","","","","","","","","rjtjgnk6jl",0.393,"Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","",1,"Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","",0.393,1.0,"",0,0.393,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g0fckr596","Helicoil Insert M8 X 1.25 X 16Mm (2 D)",1.0,1.0,"Nos",1,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"Helicoil Insert M8 X 1.25 X 16Mm (2 D)","Helicoil Insert M8 X 1.25 X 16Mm (2 D)","","","",1.0,"",0,1.0,"Nos","5g0ij2qh6o",0.0,0.0,1.0,0.0,"Drilling & Boring",0,0.0,"",0.0,0.0,"Drilling & Boring",1.0,"","",2,0,"","Drilling, Boring and Milling","","","","","","","","","","rjtgb9tpb0",1.0,"Helicoil Insert M8 X 1.25 X 16Mm (2 D)","",1,"Helicoil Insert M8 X 1.25 X 16Mm (2 D)","Helicoil Insert M8 X 1.25 X 16Mm (2 D)","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g0fits15t",0.0,0.0,1.0,0.0,"Helicoil Inserting",0,0.0,"",0.0,0.0,"Helicoil Insert",1.0,"","",3,0,"","Helicoil & Tapping","","","","","","","","","","","","","","","","","","","","","","",""
"BOM-CAC Top Tank Sub Assy-001","R215 CAC Top Tank Sub Assy","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398CAC-H09","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,6.36,0.0,0.0,6.36,0.0,6.36,6.36,"CAC Top Tank Sub Assy","CAC Top Tank Sub Assy",0,0,"",0,"bom-cac-top-tank-sub-assy-001","","",0,1,"","","","","5g071547rd","Tank End Plate 101.5*96*5 for Extrusion No 0239C-ALU-2-0001",2.0,0.148333333,"Nos",0,0.3,0.3,0.148333333,"BOM-Tank End Plate for Extrusion No 0239C-ALU-2-0001-001",1.0,0,0,"",1,1,"Tank end plate for extrusion No  0239C-ALU-2-0001","Tank End Plate for Extrusion No 0239C-ALU-2-0001","","","",2.0,"",0,2.0,"Nos","5g0gllllkr",0.0,0.0,1.0,0.0,"Tank Assembly",0,0.0,"",0.0,0.0,"Tank Assembly",1.0,"","",1,0,"","Mig Welding","","","","","","","","","","2tkb9saitv",0.298,"Aluminium Plate 110*5*2250MM","",1,"Aluminium Plate 110*5*2250MM","Aluminium Plate 110*5*2250MM","",0.298,1.0,"",0,0.298,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g0srnhv82","R215 CAC Inlet and Outlet Pipe",1.0,0.25,"Nos",0,0.25,0.25,0.25,"BOM-CAC Inlet and Outlet Pipe-001",1.0,0,0,"",1,1,"CAC Inlet and Outlet Pipe","CAC Inlet and Outlet Pipe","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2tk4tnqrj0",0.253,"Aluminium Pipe ⌀ 76.0*3MM Thk","",1,"Aluminium Pipe ⌀ 76.0*3MM Thk","Aluminium Pipe ⌀ 76.0*3MM Thk","",0.253,1.0,"",0,0.253,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g0nggth3f","R215 CAC Top Tank",1.0,5.81,"Nos",0,5.81,5.81,5.81,"BOM-R215 CAC Top Tank-001",1.0,0,0,"",1,1,"CAC Top Tank","R215 CAC Top Tank","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2tk3ggd31l",1.81,"Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","",1,"Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","",1.81,1.0,"",0,1.81,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2tkopib8rr",4.0,"Helicoil Insert","",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert","",4.0,1.0,"",0,4.0,"Nos"
"BOM-R215 CAC Top Tank-001","R215 CAC Top Tank","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398CAC-E04","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,5.81,0.0,0.0,5.81,0.0,5.81,5.81,"R215 CAC Top Tank","CAC Top Tank",0,0,"",0,"bom-r215-cac-top-tank-001","","",0,1,"","","","","5fvok0g91u","R215 CAC Top and Bottom Tank 110x113x7.5x186LG",1.0,1.81,"Nos",0,1.81,1.81,1.81,"BOM-R215 CAC Top and Bottom Tank 110x113x7.5x186LG-001",1.0,0,0,"",1,1,"CAC Top and Bottom Tank","R215 CAC Top and Bottom Tank 110x113x7.5x186LG","","","",1.0,"",0,1.0,"Nos","5fvl7rq3je",0.0,0.0,1.0,0.0,"Drilling & Boring",0,0.0,"",0.0,0.0,"Drilling & Boring",1.0,"","",1,0,"","Drilling, Boring and Milling","","","","","","","","","","hg4k3fidl9",1.81,"Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","",1,"Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","",1.81,1.0,"",0,1.81,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5fv4una382","Helicoil Insert M10 X 1.5 X 15 Mm",4.0,1.0,"Nos",0,4.0,4.0,1.0,"",1.0,0,0,"",1,1,"Helicoil Insert","Helicoil Insert","","","",4.0,"",0,4.0,"Nos","5fvvhhad80",0.0,0.0,1.0,0.0,"Helicoil Inserting",0,0.0,"",0.0,0.0,"Helicoil Insert",1.0,"","",2,0,"","Helicoil & Tapping","","","","","","","","","","hg4fat8it7",4.0,"Helicoil Insert","",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert","",4.0,1.0,"",0,4.0,"Nos"
"BOM-R215 CAC Top and Bottom Tank 110x113x7.5x186LG-001","R215 CAC Top and Bottom Tank 110x113x7.5x186LG","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398CAC-E01","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,1.81,0.0,1.81,1.81,"R215 CAC Top and Bottom Tank 110x113x7.5x186LG","CAC Top and Bottom Tank",0,0,"",0,"bom-r215-cac-top-and-bottom-tank-110x113x7.5x186lg-001","","",0,1,"","","","","5fv1fk6rne","Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg",1.81,1.0,"Kg",0,1.81,1.81,1.0,"",1.0,0,0,"",1,1,"Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","","","",1.81,"",0,1.81,"Kg","5fvct7927i",0.0,0.0,1.0,0.0,"Size Cutting",0,0.0,"",0.0,0.0,"Size Cutting",1.0,"","",1,0,"","Accurate Cutting","","","","","","","","","","gg8i2mo7tm",1.81,"Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","",1,"Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","",1.81,1.0,"",0,1.81,"Kg"
"BOM-CAC Inlet and Outlet Pipe-001","R215 CAC Inlet and Outlet Pipe","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398CAC-L03","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.25,"CAC Inlet and Outlet Pipe","CAC Inlet and Outlet Pipe",0,0,"",0,"bom-cac-inlet-and-outlet-pipe-001","","",0,1,"","","","","5fu3hqmvf0","Aluminium Pipe ⌀ 76.0*3MM Thk",0.253,1.0,"Kg",0,0.25,0.25,1.0,"",1.0,0,0,"",1,1,"Aluminium Pipe ⌀ 76.0*3MM Thk","Aluminium Pipe ⌀ 76.0*3MM Thk","","","",0.253,"",0,0.253,"Kg","5fuangmds5",0.0,0.0,1.0,0.0,"Pipe Cutting",0,0.0,"",0.0,0.0,"Pipe Cutting",1.0,"","",1,0,"","Weld_Manual Cutting","","","","","","","","","","1p5ko4j1pq",0.253,"Aluminium Pipe ⌀ 76.0*3MM Thk","",1,"Aluminium Pipe ⌀ 76.0*3MM Thk","Aluminium Pipe ⌀ 76.0*3MM Thk","",0.253,1.0,"",0,0.253,"Kg"
"BOM-R215 CAC Core End Plate 5X165X941-001","R215 CAC Core End Plate 5X165X941","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398CAC-C08","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,2.12,0.0,2.12,2.12,"R215 CAC Core End Plate 5X165X941","R215 CAC Core End Plate 5X165X941",0,0,"",0,"bom-r215-cac-core-end-plate-5x165x941-001","","",0,1,"","","","","5ft5kbm8gj","Aluminium Sheet 5MM Thk",2.12,1.0,"Kg",0,2.12,2.12,1.0,"",1.0,0,0,"",1,1,"Aluminium Sheet 5MM Thk","Aluminium Sheet 5MM Thk","","","",2.12,"",0,2.12,"Kg","5ftsv24oe3",0.0,0.0,1.0,0.0,"Shearing (W) Operation",0,0.0,"",0.0,0.0,"Shearing",1.0,"","",1,0,"","Shearing Machine","","","","","","","","","","a9pe7cq2ip",2.12,"Aluminium Sheet 5MM Thk","",1,"Aluminium Sheet 5MM Thk","Aluminium Sheet 5MM Thk","",2.12,1.0,"",0,2.12,"Kg"
"BOM-R215 CAC Core End Plate 5X140X941-001","R215 CAC Core End Plate 5X140X941","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398CAC-C12","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,2.12,0.0,2.12,2.12,"R215 CAC Core End Plate 5X140X941","CAC Core End Plate 5*140*941",0,0,"",0,"bom-r215-cac-core-end-plate-5x140x941-001","","",0,1,"","","","","5ftfqcucpl","R215 CAC Core End Plate 5X165X941",1.0,2.12,"Nos",0,2.12,2.12,2.12,"BOM-R215 CAC Core End Plate 5X165X941-001",1.0,0,0,"",1,1,"R215 CAC Core End Plate 5X165X941","R215 CAC Core End Plate 5X165X941","","","",1.0,"",0,1.0,"Nos","anc3ob47ls",0.0,0.0,1.0,0.0,"Folding",0,0.0,"",0.0,0.0,"Folding",1.0,"","",1,0,"","Folding","","","","","","","","","","as5mefehdo",2.12,"Aluminium Sheet 5MM Thk","",1,"Aluminium Sheet 5MM Thk","Aluminium Sheet 5MM Thk","",2.12,1.0,"",0,2.12,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5ft63pp751",0.0,0.0,1.0,0.0,"Sr. No. Punching",0,0.0,"",0.0,0.0,"Sr. No. Punching",1.0,"","",2,0,"","Sr. No. Punching","","","","","","","","","","","","","","","","","","","","","","",""
"BOM-R215 CAC Core End Plate 2.5X110X941-001","R215 CAC Core End Plate 2.5X110X941","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398CAC-C02","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.71,0.0,0.71,0.71,"R215 CAC Core End Plate 2.5X110X941","R215 CAC Core End Plate 2.5X110X941",0,0,"",0,"bom-r215-cac-core-end-plate-2.5x110x941-001","","",0,1,"","","","","5ft4nt58b2","Aluminium Sheet 2.5MM Thk Without Cladded",0.706,1.0,"Kg",0,0.71,0.71,1.0,"",1.0,0,0,"",1,1,"Aluminium Sheet 2.5MM Thk Without Cladded","Aluminium Sheet 2.5MM Thk Without Cladded","","","",0.706,"",0,0.706,"Kg","5ft1lotuks",0.0,0.0,1.0,0.0,"Shearing (W) Operation",0,0.0,"",0.0,0.0,"Shearing",1.0,"","",1,0,"","Shearing Machine","","","","","","","","","","b5f6lsvn51",0.706,"Aluminium Sheet 2.5MM Thk Without Cladded","",1,"Aluminium Sheet 2.5MM Thk Without Cladded","Aluminium Sheet 2.5MM Thk Without Cladded","",0.706,1.0,"",0,0.706,"Kg"
"BOM-R215 Bottom Flyscreen Wire Mash 903X475-001","R215 Bottom Flyscreen Wire Mash 903X475","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-G11","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.28,0.0,0.28,0.28,"R215 Bottom Flyscreen Wire Mesh 903X475","R215 Bottom Flyscreen Wire Mash 903X475",0,0,"",0,"bom-r215-bottom-flyscreen-wire-mash-903x475-001","","",0,1,"","","","","5fstedu5vp","MS",0.282,1.0,"Kg",0,0.28,0.28,1.0,"",1.0,0,0,"",1,1,"MS","MS","","","",0.282,"",0,0.282,"Kg","5fs4idtig8",0.0,0.0,1.0,0.0,"Rolling & Cutting",0,0.0,"",0.0,0.0,"Rolling & Cutting",1.0,"","",1,0,"","Manual Rolling and Cutting","","","","","","","","","","k0pbu9l9iv",0.282,"MS","",1,"MS","MS","",0.282,1.0,"",0,0.282,"Kg"
"BOM-R215 Bottom Flyscreen Center Plate 453X10X2-001","R215 Bottom Flyscreen Center Plate 453X10X2","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-G10","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.07,0.07,"R215 Bottom Flyscreen Center Plate 453X10X2","R215 Bottom Flyscreen Center Plate 453X10X2",0,0,"",0,"bom-r215-bottom-flyscreen-center-plate-453x10x2-001","","",0,1,"","","","","5fseuof532","MS – 2MM Thk",0.071,1.0,"Kg",0,0.07,0.07,1.0,"",1.0,0,0,"",1,1,"MS – 2MM Thk","MS – 2MM Thk","","","",0.071,"",0,0.071,"Kg","5fs7thbmeo",0.0,0.0,1.0,0.0,"Shearing (W) Operation",0,0.0,"",0.0,0.0,"Shearing",1.0,"","",1,0,"","Shearing Machine","","","","","","","","","","ec160dek3e",0.071,"MS – 2MM Thk","",1,"MS – 2MM Thk","MS – 2MM Thk","",0.071,1.0,"",0,0.071,"Kg"
"BOM-R215 Bottom Flyscreen Assembly-001","R215 Bottom Flyscreen Assembly","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-H24","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,0.0,4.5,4.5,"R215 Bottom Flyscreen Assembly","Bottom Flyscreen Assembly",0,0,"",0,"bom-r215-bottom-flyscreen-assembly-001","","",0,1,"","","","","5frf7hbphk","R215 Bottom Flyscreen Wire Mash 903X475",1.0,0.28,"Nos",0,0.28,0.28,0.28,"BOM-R215 Bottom Flyscreen Wire Mash 903X475-001",1.0,0,0,"",1,1,"R215 Bottom Flyscreen Wire Mash 903X475","R215 Bottom Flyscreen Wire Mesh 903X475","","","",1.0,"",0,1.0,"Nos","5fri12ns6d",0.0,0.0,1.0,0.0,"Assembly",0,0.0,"",0.0,0.0,"Assembly",1.0,"","",1,0,"","RA Assembly","","","","","","","","","","kocho0p9je",0.282,"MS","",1,"MS","MS","",0.282,1.0,"",0,0.282,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5fr5470lpk","U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)",2.0,1.0,"Nos",0,2.0,2.0,1.0,"",1.0,0,0,"",1,1,"U Piece Angle-1 910(L)*15(W)*7(T)","U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)","","","",2.0,"",0,2.0,"Nos","5fr08po2k7",0.0,0.0,1.0,0.0,"Painting",0,0.0,"",0.0,0.0,"Painting",1.0,"","",1,0,"","RA Painting","","","","","","","","","","kocggmf8eg",0.206,"MS – 2MM Thk","",1,"MS – 2MM Thk","MS – 2MM Thk","",0.206,1.0,"",0,0.206,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5fr2b2jlff","U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)",2.0,1.0,"Nos",0,2.0,2.0,1.0,"",1.0,0,0,"",1,1,"U Piece Angle-2 529(W)*15(H)*7(T)","U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)","","","",2.0,"",0,2.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","kocb434pi4",2.0,"U Piece Angle-1 910(L)*15(W)*7(T)","",1,"U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)","U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5frutgv2tl","R215 Bottom Flyscreen Center Plate 453X10X2",2.0,0.07,"Nos",0,0.14,0.14,0.07,"BOM-R215 Bottom Flyscreen Center Plate 453X10X2-001",1.0,0,0,"",1,1,"R215 Bottom Flyscreen Center Plate 453X10X2","R215 Bottom Flyscreen Center Plate 453X10X2","","","",2.0,"",0,2.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","koc031gt9q",2.0,"U Piece Angle-2 529(W)*15(H)*7(T)","",1,"U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)","U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5fre1pvalp","R215 Top and Bottom Flyscreen Mounting Plate 35X30X2",4.0,0.02,"Nos",0,0.08,0.08,0.02,"BOM-R215 Top and Bottom Flyscreen Mounting Plate 35X30X2-001",1.0,0,0,"",1,1,"Top &amp; Bottom Flyscreen Mtg Plate 35X30X2","R215 Top and Bottom Flyscreen Mounting Plate 35X30X2","","","",4.0,"",0,4.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BOM-R215 Bottom Cover Assembly-001","R215 Bottom Cover Assembly","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-O06","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,"R215 Bottom Cover Assembly","R215 Bottom Cover Assy",0,0,"",0,"bom-r215-bottom-cover-assembly-001","","",0,1,"","","","","5fqgvgtct6","R215 Bottom Cover Assembly",1.0,1.0,"Nos",0,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"R215 Bottom Cover Assy","R215 Bottom Cover Assembly","","","",1.0,"",0,1.0,"Nos","5fq03g1d39",0.0,0.0,1.0,0.0,"Painting",0,0.0,"",0.0,0.0,"Painting",1.0,"","",1,0,"","RA Painting","","","","","","","","","","jgn0urkj22",1.0,"R215 Bottom Cover Assy","",1,"R215 Bottom Cover Assembly","R215 Bottom Cover Assembly","",1.0,1.0,"",0,1.0,"Nos"
